LoginFreq,Purchases,AmountSpent,Tickets,DaysInactive,MembershipMonths,Churn
11,20,39,6,41,48,0
25,17,776,10,64,51,0
1,20,624,0,43,24,0
11,9,1014,1,91,49,0
19,7,2131,0,58,33,0
9,14,3136,8,59,27,0
27,20,3019,3,168,45,0
2,19,3829,9,174,31,0
12,3,33,7,62,48,0
4,1,4069,4,177,38,1
4,5,3103,4,116,15,0
18,2,2920,4,111,44,1
15,6,1980,10,23,56,0
19,9,1548,4,172,40,0
13,5,3151,2,172,58,0
19,15,4777,5,19,1,0
17,1,3979,0,172,11,1
6,16,2934,7,11,15,0
16,12,580,3,60,33,0
24,0,4869,5,166,57,1
12,5,1252,1,3,48,0
19,4,722,1,144,32,1
5,12,4872,7,9,25,0
17,17,1303,0,41,39,0
26,11,2876,7,38,33,0
23,6,1684,9,69,29,0
26,14,3673,9,35,58,0
29,2,1369,0,127,34,1
1,15,645,8,163,8,0
28,0,1219,0,48,56,0
27,15,2622,3,107,11,0
25,11,1307,8,8,13,0
24,18,367,0,27,5,0
23,7,250,8,9,50,0
10,11,2614,7,158,19,0
15,14,4074,4,14,21,0
23,1,1836,5,151,3,1
21,16,3568,4,29,26,0
21,6,3870,3,26,33,0
11,12,4261,9,143,30,0
13,0,4457,3,115,22,1
5,5,4149,9,73,5,0
1,12,147,7,81,19,1
24,10,3744,7,67,9,0
12,9,1977,8,144,58,0
11,15,4859,2,141,24,0
17,19,152,9,90,39,0
4,16,3643,7,96,12,0
15,16,2569,2,152,46,0
25,3,4167,1,118,48,1
30,4,2029,1,62,45,0
9,13,2859,8,36,27,0
21,19,1202,3,124,50,0
20,9,2323,4,22,42,0
19,13,2365,1,105,53,0
19,0,2516,8,114,21,1
12,10,343,6,110,38,0
5,17,2572,2,3,54,0
10,15,2730,5,164,35,0
17,17,2448,6,97,32,0
5,7,1805,5,36,59,0
22,9,263,9,10,36,0
16,9,3667,10,100,33,0
7,4,1433,9,21,43,0
28,9,3247,5,177,17,0
9,17,3341,7,104,5,0
3,20,1037,7,115,44,0
15,5,2176,4,137,20,0
16,2,4004,3,112,23,1
18,7,479,10,120,39,0
14,8,1103,4,79,4,0
3,4,4799,8,180,26,1
12,1,2922,9,96,30,1
9,1,190,5,176,48,1
28,6,4077,2,108,47,0
7,16,3086,2,119,46,0
9,9,1230,0,178,29,0
13,11,4152,4,167,34,0
18,1,3633,5,144,10,1
5,9,4739,7,28,20,0
13,19,1573,10,6,24,0
4,0,4694,8,61,34,0
2,3,3642,6,6,37,0
16,12,2367,0,122,13,0
9,11,1572,6,105,23,0
9,10,4945,9,168,10,0
6,9,1423,8,62,22,0
11,14,2516,3,28,45,0
22,4,4838,10,80,14,0
24,16,1027,6,175,25,0
22,4,3664,8,9,18,0
1,1,767,0,180,20,1
4,8,3789,9,15,55,0
13,5,630,8,162,28,0
23,17,1898,3,20,8,0
13,13,3594,7,60,5,0
13,18,191,2,75,21,0
2,13,2738,1,94,20,0
9,7,2305,7,67,57,0
24,16,2677,7,2,44,0
8,2,1809,2,178,16,1
7,9,1509,7,142,58,0
4,16,994,10,44,20,0
18,10,3563,10,174,51,0
3,7,2374,5,134,25,0
28,0,3315,9,136,7,1
6,12,2225,8,39,25,0
12,20,2800,9,93,36,0
12,3,135,5,44,51,0
21,6,2630,7,27,10,0
28,13,4225,1,16,40,0
8,4,1461,0,39,16,0
22,10,1018,9,129,4,0
22,16,1223,9,179,10,0
1,4,3714,1,33,51,0
4,19,3140,3,50,48,0
21,2,706,9,103,31,1
28,4,2280,8,27,12,0
11,14,1525,6,124,20,0
3,18,1044,8,86,32,0
13,15,2850,8,147,2,0
25,7,1545,8,28,60,0
17,12,823,7,151,11,0
22,15,319,5,64,20,0
22,2,1021,10,167,23,1
10,0,1028,9,49,13,0
21,8,3421,6,148,35,0
12,8,3728,1,111,17,0
15,16,4930,10,128,10,0
21,1,3820,0,9,40,0
10,8,2054,4,23,38,0
14,18,1126,7,135,14,0
13,12,4733,2,159,19,0
5,4,1166,6,60,32,0
6,8,998,4,61,56,0
24,12,2476,9,75,54,0
2,0,1838,7,154,33,1
22,14,2087,5,100,57,0
17,3,2355,5,54,43,0
4,3,1094,6,31,25,0
14,19,2515,6,169,25,0
10,9,4054,3,28,14,0
3,5,2361,9,90,45,0
25,11,3015,9,6,44,0
3,19,4445,9,34,54,0
15,15,2505,7,92,38,0
6,2,86,5,108,36,1
17,13,2572,10,9,24,0
12,0,1582,7,93,41,1
22,9,4197,6,98,60,0
20,14,4571,0,12,39,0
24,6,3680,3,16,39,0
29,3,3121,6,71,13,0
11,13,2747,8,159,2,0
25,15,1362,1,161,34,0
4,13,956,4,135,60,0
26,2,4659,8,3,15,0
28,16,3878,8,148,58,0
26,20,3147,5,5,48,0
6,13,3496,6,38,59,0
1,17,4197,8,79,2,0
20,2,1012,9,99,52,1
23,18,4473,7,151,25,0
28,2,829,9,2,5,0
16,11,432,5,100,34,0
15,4,581,5,149,52,1
17,9,2919,6,142,39,0
8,8,4540,6,139,5,0
28,0,1433,1,132,43,1
26,12,1643,8,47,8,0
12,2,1763,3,116,49,1
27,18,477,9,94,14,0
22,10,4897,8,100,29,0
21,15,2932,10,20,30,0
10,5,2313,9,180,37,0
27,2,1716,2,16,4,0
15,18,82,4,173,35,0
30,5,156,4,136,7,0
9,7,326,6,149,26,0
2,12,615,3,64,32,0
5,11,584,10,104,43,0
6,9,1187,3,158,33,0
7,2,3336,0,164,54,1
21,3,3432,5,133,24,1
25,0,2604,3,38,50,0
1,12,2892,10,19,54,0
23,3,321,9,74,59,0
26,10,2865,9,155,1,0
7,18,774,4,141,29,0
20,10,3005,10,137,48,0
25,11,3210,8,17,45,0
30,10,445,3,95,38,0
12,5,3361,0,172,38,0
16,11,4463,10,45,21,0
16,8,2987,8,88,23,0
11,9,2940,4,42,46,0
21,2,2309,9,51,5,0
4,2,144,10,113,30,1
13,19,3924,6,158,40,0
7,15,4628,2,133,18,0
4,2,813,3,8,6,0
15,9,2717,9,37,5,0
19,10,2376,8,47,42,0
9,7,4185,9,100,18,0
11,5,3272,0,89,59,0
8,19,1486,10,173,13,0
1,10,3425,4,133,55,0
23,20,2471,7,86,20,0
25,11,3952,9,175,38,0
24,15,2050,6,25,21,0
8,17,4473,3,126,4,0
13,12,1016,6,178,13,0
22,2,1002,0,173,18,1
27,14,4701,5,116,13,0
4,20,1906,8,120,13,0
8,13,3075,2,30,39,0
3,17,2758,3,48,37,0
29,13,2671,7,179,35,0
9,4,2988,4,94,38,1
29,20,1833,4,55,40,0
2,13,3417,0,46,27,0
2,7,4516,5,31,58,0
28,14,4492,1,162,26,0
13,14,1758,0,92,12,0
15,18,2671,5,74,2,0
28,19,28,4,161,43,0
23,5,3368,4,56,58,0
12,18,285,8,122,60,0
26,7,4088,9,57,20,0
4,5,4764,9,17,35,0
26,19,2955,2,139,55,0
8,14,4657,0,17,10,0
9,2,4784,7,105,8,1
23,9,4708,4,138,40,0
5,14,374,10,154,46,0
24,15,1983,4,134,36,0
20,16,804,7,81,31,0
18,18,599,7,16,15,0
11,10,4304,10,103,42,0
15,15,4323,1,90,18,0
28,4,750,2,4,54,0
22,4,4755,9,62,15,0
9,13,2204,9,56,19,0
17,17,679,0,151,24,0
27,7,1447,2,33,35,0
26,4,4770,3,31,2,0
12,6,865,10,135,13,0
7,15,2387,6,133,45,0
10,13,4043,8,165,57,0
25,4,1903,4,1,9,0
26,8,1196,0,45,57,0
25,3,1852,1,47,35,0
10,3,336,9,30,2,0
27,15,3236,1,81,46,0
13,16,2410,8,24,16,0
19,14,4288,9,31,46,0
11,3,4560,6,28,36,0
13,5,4111,1,173,2,0
21,15,4025,0,132,16,0
8,3,4316,4,39,8,0
8,5,60,0,83,58,0
4,4,1478,8,152,1,1
15,15,1019,2,71,18,0
28,15,4482,1,174,54,0
11,9,3567,5,176,41,0
11,8,1084,2,9,26,0
1,3,163,4,22,44,1
17,13,591,9,127,5,0
15,3,797,7,2,21,0
20,11,4896,9,91,35,0
6,9,3391,1,16,40,0
24,3,2277,4,5,28,0
22,17,4268,10,140,54,0
28,12,980,7,180,26,0
25,12,657,0,154,32,0
15,13,955,9,15,60,0
9,17,4794,9,67,48,0
14,0,1505,10,73,50,0
18,20,2057,3,92,44,0
26,15,1182,4,167,44,0
17,14,4228,9,63,21,0
18,4,4909,10,100,4,1
5,5,2896,2,25,59,0
20,5,4168,1,41,42,0
20,2,742,2,28,41,0
9,15,3097,10,111,36,0
11,11,3471,4,21,24,0
24,3,1667,6,61,33,0
22,0,488,1,103,5,1
1,3,1147,6,139,57,1
18,0,3963,5,147,3,1
6,20,986,6,75,11,0
27,7,246,6,1,45,0
2,4,2533,8,160,32,1
15,1,4053,6,109,22,1
29,11,607,5,77,11,0
26,16,1712,9,162,58,0
21,6,2186,7,17,38,0
14,10,2567,6,111,59,0
5,3,174,5,19,22,0
6,4,2334,3,74,4,0
6,5,3049,6,170,39,0
30,10,579,7,59,3,0
22,0,3338,7,115,54,1
30,9,150,3,38,10,0
18,19,695,9,31,37,0
14,20,696,8,106,19,0
10,10,3290,2,111,18,0
14,16,2773,8,50,28,0
13,7,3600,2,126,31,0
30,12,2048,6,158,17,0
3,19,1084,3,103,24,0
30,17,2235,4,163,1,0
6,15,1351,2,59,5,0
29,1,1699,1,121,32,1
8,4,3020,7,145,53,1
12,17,373,6,95,17,0
13,2,1077,6,149,57,1
11,16,2650,7,94,21,0
12,15,3759,0,52,41,0
1,5,2040,7,142,43,0
17,18,627,9,16,22,0
16,6,4464,4,55,39,0
11,17,3156,7,137,39,0
13,13,1992,8,136,34,0
18,5,203,1,162,14,0
11,7,4468,2,109,16,0
28,14,1129,5,161,5,0
12,14,4212,8,94,18,0
6,14,536,9,7,4,0
9,15,1962,9,149,44,0
16,0,4889,7,133,51,1
4,10,1792,5,140,28,0
3,4,2683,4,81,45,0
28,4,2407,2,88,27,0
16,20,3734,3,165,6,0
24,5,2599,6,108,11,0
27,1,3536,6,83,47,0
26,5,3859,2,45,21,0
30,13,1644,3,80,17,0
25,10,3019,2,25,31,0
12,3,103,1,27,34,0
11,8,3804,5,51,13,0
5,2,3376,6,119,23,1
25,15,2956,3,170,57,0
18,10,98,4,108,1,0
19,3,2560,7,170,4,1
23,0,2824,8,60,30,0
23,20,1455,6,72,31,0
6,15,4631,9,80,47,0
22,18,1840,0,72,16,0
18,15,2751,10,96,43,0
26,10,564,2,126,3,0
6,7,3774,10,150,12,0
4,0,2444,4,96,12,1
12,20,690,2,139,11,0
19,8,1641,0,109,16,0
29,11,212,1,6,29,0
27,7,4552,7,22,53,0
29,16,3928,6,103,21,0
2,9,3149,9,12,45,0
17,6,4883,2,27,44,0
11,18,2235,3,129,42,0
11,5,1696,2,80,58,0
21,20,838,3,167,43,0
16,18,4664,7,60,50,0
2,17,2032,8,116,5,0
2,14,112,6,70,52,1
23,1,1567,8,153,13,1
8,13,4221,8,148,17,0
13,20,4964,6,36,12,0
10,9,4097,6,151,17,0
8,15,2521,7,129,1,0
30,6,113,9,155,8,0
4,7,3448,2,52,16,0
15,9,2867,7,130,15,0
30,14,816,0,149,19,0
1,7,4665,5,137,25,0
11,12,2084,1,111,31,0
7,11,536,6,88,42,0
17,7,3446,2,48,2,0
27,14,307,10,105,57,0
20,11,4882,9,167,59,0
24,10,370,4,42,25,0
18,18,3727,9,94,31,0
22,13,4609,1,45,4,0
29,17,1986,0,130,4,0
22,12,2087,4,171,52,0
12,3,3421,8,104,12,1
9,16,2183,8,107,17,0
5,18,4701,6,146,21,0
10,8,1599,8,39,29,0
4,6,1399,3,134,22,0
5,0,3524,2,170,36,1
28,6,272,10,180,40,0
28,6,2993,3,27,16,0
10,19,2929,6,143,15,0
11,6,1873,7,19,30,0
21,7,11,1,64,46,0
24,15,1943,4,51,51,0
10,2,403,4,175,11,1
28,12,315,8,57,57,0
8,9,539,2,20,13,0
2,17,4633,5,20,23,0
23,6,3389,9,82,40,0
8,20,974,4,101,55,0
16,20,4029,1,38,41,0
27,4,680,1,38,34,0
22,6,4078,3,65,20,0
5,16,2262,3,76,2,0
27,3,2682,6,133,8,1
25,15,1723,0,123,18,0
29,18,4054,10,125,56,0
3,9,4826,5,27,54,0
12,2,645,10,103,7,1
13,2,3509,8,20,43,0
13,16,4662,1,60,31,0
10,9,1127,4,168,22,0
4,16,2164,9,83,28,0
9,16,4233,10,6,25,0
22,20,47,9,164,52,0
24,3,1642,3,112,1,1
23,20,4303,3,139,32,0
27,5,3785,7,177,25,0
2,11,2064,5,114,48,0
19,19,4095,6,84,16,0
1,16,3413,10,156,29,0
25,16,528,8,22,42,0
29,9,2251,2,84,24,0
7,6,2373,10,47,17,0
17,15,1051,1,102,42,0
3,12,4725,2,80,6,0
20,2,1404,7,25,14,0
20,1,2879,8,91,26,1
21,15,3686,9,67,60,0
30,5,3731,4,160,28,0
3,5,3782,7,145,47,0
3,12,244,10,40,36,1
17,6,3150,6,30,31,0
7,4,456,8,59,27,0
27,6,4715,3,28,2,0
26,1,17,9,47,19,0
14,16,4567,2,117,28,0
17,12,1009,8,151,45,0
18,20,1344,7,83,44,0
13,20,143,6,57,57,0
20,15,2442,0,129,21,0
29,19,65,1,29,55,0
20,1,3195,8,178,45,1
21,4,1121,4,64,15,0
27,17,3189,0,99,34,0
18,6,1533,8,37,40,0
4,10,153,0,128,3,1
1,10,2926,7,135,1,0
18,16,2113,4,90,24,0
1,15,629,10,87,43,0
26,12,1896,5,64,27,0
26,4,2030,0,18,9,0
13,19,1418,1,29,24,0
20,15,2931,6,114,17,0
20,15,4744,1,60,28,0
23,15,3383,4,54,39,0
10,13,3486,10,72,55,0
27,5,846,8,149,4,0
11,1,3912,4,149,29,1
9,13,1595,2,58,45,0
9,15,4885,10,177,28,0
5,19,846,5,36,56,0
26,12,2567,6,145,37,0
1,14,2869,9,80,29,0
17,11,4370,10,15,44,0
22,8,1407,9,40,52,0
2,17,3832,10,81,29,0
24,20,4407,7,51,5,0
13,13,3440,2,141,11,0
9,19,814,10,166,2,0
29,3,1085,3,97,4,1
4,7,4204,9,154,10,0
5,7,2650,3,143,56,0
11,15,3094,1,117,39,0
24,9,1423,6,133,44,0
19,20,4462,3,2,8,0
21,16,1673,3,115,55,0
3,0,2985,7,78,23,0
12,17,4116,5,93,27,0
26,9,4186,5,77,23,0
19,20,2063,10,60,48,0
19,3,2430,8,96,34,1
13,0,2538,3,98,35,1
28,3,4327,8,56,17,0
7,3,1950,0,118,47,1
15,3,3162,10,119,50,1
23,16,1956,8,38,10,0
7,8,524,0,102,54,0
26,18,230,6,51,2,0
8,12,237,5,169,17,0
5,3,2347,6,127,31,1
21,4,4398,8,103,16,1
14,12,3274,9,180,24,0
4,15,965,3,129,57,0
23,4,1507,8,85,7,0
10,7,1290,2,103,19,0
20,15,1988,9,18,16,0
15,0,1539,10,27,33,0
18,5,4493,10,92,36,0
20,10,2672,8,72,45,0
13,15,2423,0,95,10,0
29,4,2715,4,76,43,0
8,15,3545,9,170,51,0
9,6,4294,4,6,15,0
16,18,927,0,90,43,0
19,0,1211,0,80,3,0
16,8,2432,2,83,2,0
7,17,1631,8,82,43,0
14,12,769,6,152,42,0
28,14,4299,5,45,35,0
14,2,1498,8,71,27,0
25,9,4268,3,7,5,0
27,8,4381,3,144,15,0
4,12,4469,2,126,36,0
26,15,1675,4,58,49,0
15,2,2012,4,57,33,0
3,14,469,9,170,1,1
5,16,3031,6,111,12,0
1,13,2300,6,142,42,0
3,6,1375,5,56,41,0
15,19,3211,3,12,9,0
24,15,4762,6,93,57,0
27,20,1393,1,15,58,0
8,7,2145,8,8,52,0
29,3,4847,6,53,20,0
4,19,3042,1,137,30,0
2,14,3719,9,174,14,0
29,4,1531,1,92,58,1
24,12,1633,5,7,23,0
24,5,691,10,44,29,0
10,4,3144,6,14,51,0
4,16,3271,8,75,42,0
3,6,4706,3,115,35,0
2,5,3429,7,92,52,0
25,1,1877,9,134,27,1
17,10,3619,1,163,54,0
23,6,1209,5,152,49,0
21,20,2833,3,73,27,0
24,7,2958,7,130,30,0
20,4,3988,8,179,3,1
23,17,3635,1,31,12,0
13,15,4588,6,126,47,0
5,13,178,6,119,31,0
30,11,2031,7,27,37,0
21,16,2204,4,110,27,0
30,4,448,10,159,47,1
9,13,3270,2,106,52,0
25,5,4265,0,171,24,0
29,14,4919,3,120,48,0
25,6,2459,2,82,41,0
28,13,4691,1,52,40,0
22,17,873,5,14,11,0
6,0,149,6,20,27,0
5,5,4433,9,118,9,0
25,2,234,6,52,16,0
10,4,567,7,101,14,1
8,11,1583,1,40,47,0
7,10,395,10,68,30,0
7,12,530,9,44,46,0
6,15,3982,5,134,24,0
21,17,2844,5,87,42,0
29,16,3152,9,120,13,0
20,16,1843,0,57,33,0
3,10,4552,1,72,55,0
19,19,3171,8,158,9,0
22,9,3511,7,52,49,0
15,15,4212,3,11,26,0
4,1,1509,5,175,49,1
28,16,2973,1,5,42,0
12,19,1487,4,131,45,0
6,9,913,1,143,50,0
19,12,1641,4,130,13,0
4,11,3996,6,2,21,0
15,14,1180,6,174,29,0
9,6,2337,8,94,28,0
5,20,4129,2,127,24,0
13,12,1754,3,126,13,0
23,11,2049,8,41,56,0
26,11,129,7,30,42,0
18,1,3867,6,44,20,0
30,4,1685,7,10,39,0
30,1,1330,8,30,7,0
5,19,4960,3,75,41,0
25,12,1025,4,49,48,0
16,2,4553,8,163,15,1
27,10,1753,6,145,25,0
19,15,1952,3,159,35,0
14,0,3551,5,70,13,0
25,18,1456,10,180,43,0
30,10,3626,0,26,8,0
16,8,3904,0,100,21,0
27,13,1734,8,133,53,0
15,8,2282,7,111,56,0
22,6,4072,0,14,6,0
4,15,4291,10,51,10,0
7,2,81,1,15,58,0
16,18,4179,3,128,49,0
24,3,2210,0,140,52,1
22,6,2153,1,46,41,0
21,11,3767,4,72,21,0
22,17,3191,7,95,14,0
21,4,1491,5,154,52,1
8,9,2885,5,29,59,0
17,11,4870,3,132,45,0
16,7,4089,1,178,58,0
27,18,1106,2,25,33,0
23,14,4317,5,168,25,0
10,0,733,5,32,56,0
10,2,3249,4,100,19,1
27,17,2388,5,37,9,0
2,17,4856,10,126,49,0
30,1,3224,5,138,47,1
9,4,2881,0,166,52,1
17,0,4499,5,100,37,1
11,9,4617,4,27,36,0
10,19,4791,7,135,36,0
22,9,3929,8,99,57,0
25,4,1730,5,137,15,1
17,17,3409,9,36,5,0
4,20,1867,3,118,17,0
16,14,2775,2,158,30,0
20,19,2406,9,19,7,0
15,7,3774,0,169,6,0
25,16,4031,6,55,15,0
27,11,3896,4,84,57,0
21,20,2572,3,6,52,0
5,11,2456,8,123,46,0
6,0,3677,6,107,10,1
17,3,2271,9,88,6,0
1,7,3627,7,150,42,0
25,0,1322,3,152,55,1
19,14,1874,9,62,52,0
4,17,2315,9,170,60,0
17,0,1817,7,150,41,1
9,10,2751,3,144,13,0
24,1,3346,0,141,14,1
2,0,1007,10,120,1,1
8,11,2329,7,37,33,0
15,15,3217,0,180,19,0
7,9,608,2,152,9,0
27,17,1093,6,125,37,0
6,14,3591,2,17,49,0
1,16,3096,7,16,48,0
15,9,2312,4,129,12,0
23,2,2794,2,85,5,0
26,20,731,4,125,6,0
7,15,1164,4,1,52,0
29,5,26,7,30,55,0
30,2,1001,8,24,11,0
25,8,4983,5,46,51,0
17,10,2242,9,2,53,0
2,20,3472,2,143,38,0
27,12,1456,1,29,55,0
9,17,1475,10,99,10,0
29,3,3777,2,62,15,0
9,7,3637,8,13,50,0
13,12,3093,6,65,53,0
6,9,1553,10,45,39,0
6,1,89,10,47,55,0
20,7,3297,8,16,28,0
20,5,1281,5,126,3,0
21,15,1574,7,107,56,0
3,17,1723,9,3,16,0
17,16,1019,10,104,45,0
17,5,782,8,95,17,0
12,12,492,2,133,36,0
16,13,2402,6,154,19,0
15,20,3189,8,92,4,0
13,9,1591,1,15,59,0
23,10,2531,6,150,25,0
1,12,1115,4,37,27,0
17,11,3719,7,157,12,0
3,8,3371,3,154,56,0
26,3,4280,0,70,27,0
15,6,851,10,139,4,0
4,1,3544,9,100,24,1
4,6,1882,7,148,17,0
18,8,3515,5,84,60,0
17,4,3330,7,91,56,1
19,14,2738,2,33,26,0
11,17,964,7,121,18,0
20,3,1605,7,30,22,0
3,18,2298,0,178,6,0
8,19,4445,3,34,19,0
14,6,753,6,133,37,0
26,7,1504,10,140,34,0
1,16,3356,0,76,11,0
14,12,4120,2,75,56,0
2,20,1998,2,52,24,0
29,10,217,5,51,45,0
23,0,1093,4,149,37,1
4,1,2422,10,58,23,0
24,16,3321,6,98,40,0
27,4,4020,2,125,43,1
29,5,406,10,93,4,0
19,6,1967,0,134,18,0
6,20,4899,10,177,30,0
25,14,218,2,37,15,0
1,18,442,7,138,37,1
17,15,2666,4,56,23,0
8,12,2446,2,83,12,0
19,4,4688,7,71,4,0
21,2,4537,5,66,4,0
1,2,4456,2,45,52,0
5,18,143,4,87,41,0
27,13,648,0,95,41,0
16,15,1238,5,144,14,0
6,16,3379,8,10,59,0
8,3,4222,6,149,58,1
13,12,4029,10,140,56,0
16,7,1300,7,13,59,0
30,18,2206,5,81,8,0
3,4,1713,10,117,23,1
19,1,2236,4,138,1,1
12,14,2205,5,122,56,0
16,1,4570,6,141,11,1
27,10,985,8,162,27,0
11,12,1038,7,59,4,0
10,9,535,4,128,29,0
25,2,2337,6,49,17,0
20,4,2556,7,6,49,0
4,2,845,0,12,19,0
12,5,2493,7,29,45,0
23,12,2873,10,77,51,0
2,9,2744,6,124,58,0
24,18,1548,10,26,49,0
22,7,1920,1,68,24,0
19,17,4059,1,16,52,0
25,2,2652,5,53,44,0
5,16,1313,2,147,52,0
8,7,141,0,175,46,0
7,9,402,7,160,54,0
14,1,4586,6,70,41,0
24,11,3594,3,5,57,0
23,5,2685,0,130,44,0
3,1,2476,1,130,56,1
18,20,1235,8,3,32,0
16,2,2715,3,95,31,1
23,16,471,2,43,49,0
19,6,1811,7,133,16,0
19,20,3283,3,178,32,0
18,4,3995,6,10,44,0
20,0,161,4,155,42,1
16,7,2279,4,24,58,0
8,11,4184,10,22,34,0
28,13,1795,5,89,35,0
1,15,3470,3,3,59,0
17,9,1846,1,144,37,0
12,14,1407,5,158,16,0
30,20,1085,4,112,21,0
21,14,4516,2,171,13,0
11,9,2018,3,4,58,0
5,20,1503,2,107,56,0
27,6,1145,2,40,18,0
12,2,1558,3,16,2,0
17,1,794,1,105,56,1
6,5,1430,3,72,33,0
1,20,4848,9,88,41,0
5,8,2445,10,16,18,0
25,9,3491,1,118,28,0
28,3,3661,9,91,37,1
14,2,2073,7,20,35,0
5,8,2030,9,179,37,0
22,16,4767,4,84,12,0
24,13,2159,6,83,40,0
27,9,960,10,126,8,0
1,12,34,3,51,54,1
30,11,27,9,18,25,0
18,0,3835,5,81,7,0
16,18,579,9,97,2,0
9,18,1365,3,117,33,0
19,5,1602,5,124,56,0
22,12,840,0,28,33,0
5,18,3092,5,156,40,0
27,12,881,5,89,60,0
2,20,844,1,141,57,0
30,3,3322,9,6,49,0
15,1,4962,9,157,23,1
7,14,3126,8,106,5,0
4,11,979,5,119,14,0
1,6,602,10,137,8,0
13,19,264,6,29,20,0
20,17,2124,1,166,18,0
22,12,2975,1,65,23,0
7,16,2671,1,56,29,0
15,3,612,9,30,7,0
23,13,1075,10,114,24,0
14,19,1849,8,96,46,0
23,12,2441,2,121,25,0
19,2,975,3,58,14,0
22,17,1747,0,138,38,0
29,13,494,0,149,3,0
24,14,4144,3,26,53,0
20,2,20,1,15,46,0
29,0,4729,7,163,14,1
24,16,4514,3,89,3,0
18,2,2037,2,15,42,0
10,13,3374,2,97,9,0
9,2,3097,5,75,53,0
25,12,3048,5,88,7,0
8,14,614,5,6,26,0
26,17,978,5,156,7,0
30,13,4270,7,63,7,0
29,20,446,7,29,44,0
10,2,2784,8,48,58,0
17,18,1819,0,149,36,0
2,7,4919,9,22,52,0
6,3,2779,7,27,13,0
26,3,1839,4,85,3,0
5,18,302,2,79,20,0
28,10,3961,10,138,9,0
30,0,471,9,22,53,0
9,7,3894,2,172,22,0
5,14,3243,5,84,52,0
18,0,2101,7,83,45,0
26,6,3946,9,156,33,0
20,20,2949,1,50,23,0
9,19,4816,8,179,23,0
17,19,98,4,129,38,0
27,10,1673,4,162,52,0
17,13,3311,0,163,26,0
12,15,2730,5,61,32,0
7,13,2947,10,30,56,0
27,11,431,10,76,28,0
3,16,3759,4,168,30,0
10,13,4981,6,37,40,0
2,9,4443,6,129,17,0
25,13,275,3,143,57,0
3,17,2860,4,13,56,0
16,8,1388,9,157,18,0
2,16,1824,7,45,25,0
28,5,2274,1,4,4,0
24,7,4426,0,15,26,0
10,12,859,5,104,31,0
6,17,4824,10,176,12,0
22,4,3746,3,91,54,1
26,5,1001,9,143,48,0
11,20,3774,2,39,18,0
23,18,1818,6,79,10,0
7,3,3284,7,60,36,0
27,6,726,10,94,2,0
29,3,905,3,172,60,1
15,10,1186,9,43,25,0
6,11,3763,10,132,47,0
20,13,1786,10,77,9,0
27,12,2814,5,178,47,0
9,9,3402,10,39,32,0
22,17,1469,10,54,5,0
20,15,2553,1,151,51,0
12,4,4647,7,163,3,1
19,7,4740,5,54,17,0
20,13,3563,10,62,13,0
3,4,1359,8,176,56,1
15,7,2996,10,135,3,0
2,5,3340,5,173,28,0
30,15,4803,5,13,4,0
21,3,2132,1,115,18,1
2,11,3638,4,39,56,0
22,10,507,8,84,35,0
3,2,3497,0,146,14,1
6,11,731,3,150,16,0
15,4,1373,9,164,12,1
27,5,317,9,105,11,0
10,18,2761,2,112,2,0
9,17,893,0,72,33,0
1,15,1274,0,3,13,0
16,10,4358,0,157,30,0
6,4,2454,0,73,26,0
9,8,3043,1,8,50,0
27,2,1062,10,76,18,0
4,7,503,4,174,13,0
27,5,2031,1,92,4,0
28,3,1757,3,106,59,1
2,11,3312,8,49,33,0
29,11,2289,2,43,15,0
4,20,941,1,138,17,0
1,15,1935,3,141,6,0
19,9,766,8,2,5,0
26,13,1064,3,65,33,0
25,12,3940,4,86,54,0
10,8,4561,3,97,16,0
21,6,4364,7,170,46,0
15,11,4536,3,10,24,0
27,4,3463,1,63,5,0
22,17,2526,3,103,3,0
19,3,1974,1,61,35,0
16,1,656,8,1,27,0
21,2,4552,10,154,12,1
27,11,2840,7,5,50,0
24,2,204,8,35,41,0
22,3,1155,3,125,25,1
4,5,2519,0,141,55,0
2,11,4301,2,27,17,0
30,18,2093,6,140,49,0
25,9,4750,0,94,20,0
13,0,3362,10,50,28,0
28,16,331,7,159,50,0
1,15,2297,8,69,35,0
17,8,3141,7,165,50,0
13,20,4755,4,2,15,0
4,8,1712,10,102,33,0
7,8,2222,8,3,3,0
17,11,840,3,148,7,0
9,8,198,8,130,10,0
4,14,4062,0,42,41,0
19,1,101,10,43,26,0
1,10,3887,2,21,41,0
10,10,1921,3,45,40,0
4,7,2346,10,20,6,0
9,5,1590,9,171,33,0
13,20,1418,0,178,16,0
14,19,184,5,43,24,0
10,6,483,3,24,56,0
6,2,3442,3,82,30,0
16,7,279,0,84,60,0
6,17,2054,4,60,57,0
17,16,3205,8,32,10,0
10,10,703,5,122,11,0
18,1,4481,7,5,44,0
27,20,1425,10,130,22,0
22,18,2093,3,154,3,0
18,6,1245,8,25,38,0
3,17,3977,6,178,40,0
20,7,1981,6,86,23,0
27,13,143,7,167,45,0
21,6,2922,1,86,56,0
25,20,4795,5,75,19,0
28,3,850,6,11,40,0
15,16,1471,2,68,53,0
15,4,4944,7,97,55,1
4,11,3482,0,146,13,0
29,8,4853,0,108,36,0
27,19,2885,9,122,3,0
9,12,2519,2,156,22,0
27,17,975,5,42,25,0
26,19,2048,6,60,20,0
19,8,4250,1,150,28,0
